fixture_id,date,season,home_team,away_team,home_goals,away_goals,total_goals,over_2_5,home_attack_rating_joint,home_defense_rating_joint,away_attack_rating_joint,away_defense_rating_joint,home_xg_last5_weighted_ucl,away_xg_last5_weighted_ucl,home_xg_against_last5_weighted_ucl,away_xg_against_last5_weighted_ucl,home_expected_rating_joint,away_expected_rating_joint,combined_expected_rating_joint,rating_gap_joint,home_expected_geo_ucl,away_expected_geo_ucl,combined_expected_geo_ucl,poisson_p_over_geo_ucl
1199389,2024-06-01,2023,Borussia Dortmund,Real Madrid,0,2,2,0,0.002649217458771416,-0.0010937187401191806,0.003272653000003923,-0.002570555786257824,1.5267060171990745,1.8110783433897104,1.8237958280338327,0.9845380634028623,7.866167251359196e-05,0.0021789342598847426,0.0022575959323983346,-0.0021002725873711507,1.2260098635650016,1.8174259618803124,3.043435825445314,0.196624231551482
1271720,2024-08-06,2024,Lille,Fenerbahçe,2,1,3,1,0.00010183103699127423,-0.001561594924893817,0.004068564305645538,-0.002250098913766151,1.377584621156807,2.3937916673862776,1.1574774114990842,0.6993629941956796,-0.002148267876774877,0.0025069693807517205,0.00035870150397684366,-0.004655237257526597,0.981545569706341,1.6645599366902788,2.6461055063966197,0.14822884402600434
1298984,2024-09-17,2024,Juventus,PSV Eindhoven,3,1,4,1,3.119003622431845e-05,-0.002409757212875396,0.0066744748383303345,-0.002588876596798427,1.1303832769311035,2.6280791121254956,0.6510477765766762,0.8209310208406547,-0.0025576865605741084,0.004264717625454939,0.0017070310648808307,-0.006822404186029047,0.963310280995825,1.308053921907239,2.271364202903064,0.10687301834936735
1298987,2024-09-17,2024,AC Milan,Liverpool,1,3,4,1,0.0014919185208464617,-0.0004521782413596661,0.0028118136433987907,-0.0015761098527210585,1.9614566518674759,2.2196283911330164,1.2454164612822851,0.9350543445458765,-8.419133187459677e-05,0.0023596354020391248,0.002275444070164528,-0.0024438267339137215,1.3542778754624518,1.6626369827014473,3.016914858163899,0.1932791382533997
1298989,2024-09-17,2024,Real Madrid,VfB Stuttgart,3,1,4,1,0.003577073053186428,-0.0030749925582919547,0.002498336686442037,-0.0006226016384872855,1.9059029465896289,2.053603081607606,0.9668806796390195,1.5630474178022347,0.0029544714146991424,-0.0005766558718499175,0.002377815542849225,0.00353112728654906,1.7259828154557593,1.4091093439664455,3.1350921594222045,0.20828961012044367
1298995,2024-09-18,2024,Paris Saint Germain,Girona,1,0,1,0,0.003519629715196767,-0.0017938335645675703,0.002612624841998376,-0.0009362080398651588,2.4197598335004122,1.8058067024310467,1.08548359092651,1.3066777300495995,0.002583421675331608,0.0008187912774308057,0.003402212952762414,0.0017646303979008025,1.778158116283115,1.4000619785830954,3.1782200948662105,0.21383111743622896
1298994,2024-09-18,2024,Manchester City,Inter,0,0,0,0,0.004993029881562857,-0.0020900730794915505,0.0030472218014558515,-0.0034310630449063007,2.245572089586487,1.9202316956639924,0.8116248015897096,0.9146685084300178,0.0015619668366565562,0.000957148721964301,0.002519115558620857,0.0006048181146922553,1.4331622635815353,1.248402046217307,2.6815643097988424,0.1523800025887272
1298997,2024-09-19,2024,Feyenoord,Bayer Leverkusen,0,4,4,1,0.003831512105270765,-0.001988384359998158,0.003510703615855103,-0.0019728181184354644,2.0850725996189348,2.6327245874798173,0.7431812723488473,1.0146470985019262,0.0018586939868353003,0.0015223192558569448,0.003381013242692245,0.0003363747309783555,1.4545146487296787,1.3987821877144937,2.8532968364441724,0.1729783906947404
1299001,2024-09-19,2024,Monaco,Barcelona,2,1,3,1,0.0015331204828789977,-0.0009091149915685188,0.0030651748793651032,-0.0012301376088343964,2.074063177687631,2.0419932525959856,1.0773310019414517,1.1009973030345426,0.00030298287404460127,0.0021560598877965846,0.002459042761841186,-0.0018530770137519833,1.5111379701924423,1.4832068759201857,2.994344846112628,0.19044372228354356
1298998,2024-09-19,2024,Atalanta,Arsenal,0,0,0,0,0.0014732750687261212,-0.0009837648372734455,0.0034735601643327,-0.0029299698402348697,1.83112837565287,1.5339346852468358,1.4731451348233862,1.0058878488591445,-0.0014566947715087485,0.002489795327059254,0.0010331005555505057,-0.003946490098568003,1.3571697693252693,1.5032326562140068,2.8604024255392764,0.17384714639730436
1298999,2024-09-19,2024,Atletico Madrid,RB Leipzig,2,1,3,1,0.0019277479615959225,-0.0014482983645873998,0.002612230441992971,-0.0009311212623387359,1.79938990211517,1.5426027883539564,0.7860778488629239,1.278132769052294,0.0009966266992571865,0.0011639320774055712,0.0021605587766627575,-0.00016730537814838476,1.5165286671194838,1.101183854548924,2.617712521668408,0.1449318527208049
1299010,2024-10-01,2024,Arsenal,Paris Saint Germain,2,0,2,0,0.0034735601643327,-0.0029299698402348697,0.003519629715196767,-0.0017938335645675703,1.5854786016062257,2.3418885349019045,1.0877552954189593,0.8997587465743023,0.0016797265997651296,0.0005896598749618974,0.0022693864747270268,0.0010900667248032322,1.1943819486670062,1.5960581615719696,2.7904401102389755,0.1653483032470977
1299005,2024-10-01,2024,Bayer Leverkusen,AC Milan,1,0,1,0,0.003510703615855103,-0.0019728181184354644,0.0014919185208464617,-0.0004521782413596661,1.9607853169321117,1.6114944743589603,0.9810301785551234,1.5336594041284883,0.0030585253744954367,-0.0004808995975890027,0.002577625776906434,0.003539424972084439,1.7341213454628808,1.2573482858464338,2.9914696313093145,0.1900832804021121
1299018,2024-10-02,2024,RB Leipzig,Juventus,2,3,5,1,0.002612230441992971,-0.0009311212623387359,3.119003622431845e-05,-0.002409757212875396,1.4232877127349874,1.6056140096150815,1.3406638815369425,0.6841222867958586,0.00020247322911757506,-0.0008999312261144175,-0.0006974579969968425,0.0011024044552319927,0.9867638242278173,1.4671703072174849,2.453934131445302,0.12641287287483904
1299016,2024-10-02,2024,Lille,Real Madrid,1,0,1,0,0.00031965431257566354,-0.0015291050905441028,0.003577073053186428,-0.0030749925582919547,1.521439118887342,2.0559247394684412,1.3992888876828053,1.0919064990704128,-0.002755338245716291,0.002047967962642325,-0.0007073702830739659,-0.004803306208358616,1.2889023476792378,1.6961228262865744,2.9850251739658122,0.1892760274413121
1299011,2024-10-02,2024,Girona,Feyenoord,2,3,5,1,0.002612624841998376,-0.0009362080398651588,0.003831512105270765,-0.001988384359998158,1.3319754634048848,1.7536401721869537,1.2190358692070218,0.8885399821197966,0.0006242404820002178,0.002895304065405606,0.0035195445474058237,-0.002271063583405388,1.0878940455934962,1.462104740289927,2.549998785883423,0.1371694255607555
1299017,2024-10-02,2024,Liverpool,Bologna,2,0,2,0,0.0028118136433987907,-0.0015761098527210585,-0.00030598844881089387,-0.0019035798987821508,2.437187349895262,1.1714030509536555,0.8426096131389911,1.154681406276907,0.0009082337446166399,-0.0018820983015319524,-0.0009738645569153125,0.0027903320461485923,1.6775502724322002,0.9934965886171394,2.67104686104934,0.15114488299213014
1299013,2024-10-02,2024,Aston Villa,Bayern München,1,0,1,0,0.0017165641284626089,0.00044686071625935764,0.00017701321696690723,-7.690870302263257e-05,1.659695885073843,2.9169837975321045,1.1395760957297512,0.8625786966742388,0.0016396554254399763,0.0006238739332262649,0.002263529358666241,0.0010157814922137115,1.1965025338136952,1.8232183103782658,3.019720844191961,0.1936323832709027
1299022,2024-10-22,2024,Aston Villa,Bologna,2,0,2,0,0.0019358901427628606,0.0002173443754895401,-0.0004798326169612705,-0.0018856527358218117,1.3472435493932067,0.9957241942021904,1.201236994735794,1.0732699985605916,5.023740694104885e-05,-0.00026248824147173037,-0.00021225083453068152,0.0003127256484127792,1.2024791400760402,1.0936639056991682,2.2961430457752083,0.10945139314907681
